"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
60513,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-05-30 08:52:18,0,0,2,8.1,24822,0,0,0,4.5
60514,NA,"Elektrėnų",NA,NA,NA,NA,6,2,4,3,3,0,2020-05-30 08:52:18,0,0,6,25,23992,12.5,2,8.3,4.5
60515,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-05-30 08:52:19,0,0,1,28.3,3530,0,0,0,4.5
60516,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-05-30 08:52:20,0,0,7,13.7,51067,2,0,0,4.5
60517,NA,"Ignalinos r.",NA,NA,NA,NA,4,1,3,2,2,0,2020-05-30 08:52:20,0,0,4,27.7,14433,13.9,1,6.9,4.5
60518,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-05-30 08:52:21,0,0,10,25.4,39317,0,0,0,4.5
60519,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-05-30 08:52:21,0,0,8,24.3,32987,3,1,3,4.5
60520,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,19,38,2,2020-05-30 08:52:22,0,0,59,157.6,37427,50.8,1,2.7,4.5
60521,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-05-30 08:52:23,0,0,1,4.8,20840,0,0,0,4.5
60522,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-05-30 08:52:23,0,0,7,27,25887,0,0,0,4.5
60523,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-05-30 08:52:24,0,0,6,19.2,31225,0,0,0,4.5
60524,NA,"Vilniaus m.",NA,NA,NA,NA,434,186,248,156,257,16,2020-05-30 08:52:25,0,0,434,77.2,562030,27.8,66,11.7,4.5
60525,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-05-30 08:52:25,0,0,3,13.7,21887,0,0,0,4.5
60526,NA,"Klaipėdos m.",NA,NA,NA,NA,273,90,183,52,205,16,2020-05-30 08:52:26,0,0,273,183,149157,34.9,4,2.7,4.5
60527,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-05-30 08:52:27,0,0,3,16.4,18250,0,0,0,4.5
60528,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-05-30 08:52:28,0,0,4,17.5,22816,4.4,0,0,4.5
60529,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,1,19,1,2020-05-30 08:52:28,0,0,21,24.5,85878,1.2,0,0,4.5
60530,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-05-30 08:52:29,0,0,14,13.8,101514,1,1,1,4.5
60531,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-05-30 08:52:29,0,0,0,0,4069,0,0,0,4.5
60532,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-05-30 08:52:29,0,0,0,0,18606,0,0,0,4.5
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-05-30 08:54:11,0,0,1,0,0,0,1,0,4.5
