"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61459,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-02 08:52:36,0,0,1,6.7,14916,0,0,0,4.2
61460,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-02 08:52:37,0,0,1,2.2,45285,0,0,0,4.2
61461,NA,"Ukmergės r.",NA,NA,NA,NA,87,27,60,5,73,9,2020-06-02 08:52:38,0,0,87,259.9,33471,14.9,1,3,4.2
61462,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-02 08:52:38,0,0,2,7.9,25382,0,0,0,4.2
61463,NA,"Širvintų r.",NA,NA,NA,NA,8,4,4,1,6,0,2020-06-02 08:52:39,0,0,8,53.1,15076,6.6,0,0,4.2
61464,NA,"Kalvarijos",NA,NA,NA,NA,4,2,2,2,2,0,2020-06-02 08:52:40,0,0,4,39.3,10190,19.6,0,0,4.2
61465,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-02 08:52:41,0,0,21,21.8,96441,0,0,0,4.2
61466,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-02 08:52:41,0,0,7,18.6,37637,0,0,0,4.2
61467,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-02 08:52:42,0,0,9,23.8,37805,5.3,1,2.6,4.2
61468,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-02 08:52:43,0,0,5,27.3,18331,16.4,3,16.4,4.2
61469,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-02 08:52:44,0,0,2,8.1,24822,0,0,0,4.2
61470,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,4,3,0,2020-06-02 08:52:45,0,0,7,29.2,23992,16.7,1,4.2,4.2
61471,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-02 08:52:45,0,0,1,28.3,3530,0,0,0,4.2
61472,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-02 08:52:46,0,0,7,13.7,51067,2,0,0,4.2
61473,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-02 08:52:47,0,0,5,34.6,14433,13.9,2,13.9,4.2
61474,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-02 08:52:48,0,0,10,25.4,39317,0,0,0,4.2
61475,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-02 08:52:48,0,0,8,24.3,32987,3,1,3,4.2
61476,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,19,38,2,2020-06-02 08:52:49,0,0,59,157.6,37427,50.8,1,2.7,4.2
61477,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-02 08:52:50,0,0,1,4.8,20840,0,0,0,4.2
61478,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-02 08:52:51,0,0,7,27,25887,0,0,0,4.2
61479,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-02 08:52:52,0,0,6,19.2,31225,0,0,0,4.2
61480,NA,"Vilniaus m.",NA,NA,NA,NA,435,187,248,146,267,17,2020-06-02 08:52:53,0,0,435,77.4,562030,26,59,10.5,4.2
61481,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-02 08:52:53,0,0,3,13.7,21887,0,0,0,4.2
61482,NA,"Klaipėdos m.",NA,NA,NA,NA,273,90,183,47,210,16,2020-06-02 08:52:54,0,0,273,183,149157,31.5,3,2,4.2
61483,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-02 08:52:55,0,0,3,16.4,18250,0,0,0,4.2
61484,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-02 08:52:56,0,0,4,17.5,22816,4.4,0,0,4.2
61485,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,1,19,1,2020-06-02 08:52:57,0,0,21,24.5,85878,1.2,0,0,4.2
61486,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-02 08:52:57,0,0,14,13.8,101514,1,1,1,4.2
61487,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-02 08:52:58,0,0,0,0,4069,0,0,0,4.2
61488,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-02 08:52:58,0,0,0,0,18606,0,0,0,4.2
