"date","municipality_code","municipality_name","municipality_order","vaccine_name","dose_number","vaccinated","vaccines_arrived","vaccines_allocated","object_id"
2020-12-01,"18","Marijampolės sav.","28","AstraZeneca","Pirma dozė",NA,NA,NA,45930
2020-12-01,"18","Marijampolės sav.","28","Moderna","Pirma dozė",NA,NA,NA,45960
2020-12-01,"18","Marijampolės sav.","28","Moderna","Antra dozė",NA,NA,NA,45961
2020-12-01,"18","Marijampolės sav.","28","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46077
2020-12-01,"18","Marijampolės sav.","28","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46078
2020-12-01,"19","Kauno m. sav.","02","Moderna","Pirma dozė",NA,NA,NA,45777
2020-12-01,"19","Kauno m. sav.","02","Moderna","Antra dozė",NA,NA,NA,45822
2020-12-01,"19","Kauno m. sav.","02","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45854
2020-12-01,"19","Kauno m. sav.","02","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45882
2020-12-01,"19","Kauno m. sav.","02","AstraZeneca","Antra dozė",NA,NA,NA,46081
2020-12-01,"19","Kauno m. sav.","02","AstraZeneca","Pirma dozė",NA,NA,NA,46107
2020-12-01,"21","Klaipėdos m. sav.","03","AstraZeneca","Antra dozė",NA,NA,NA,45774
2020-12-01,"21","Klaipėdos m. sav.","03","AstraZeneca","Pirma dozė",NA,NA,NA,45804
2020-12-01,"21","Klaipėdos m. sav.","03","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45810
2020-12-01,"21","Klaipėdos m. sav.","03","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45834
2020-12-01,"21","Klaipėdos m. sav.","03","Moderna","Antra dozė",NA,NA,NA,45853
2020-12-01,"21","Klaipėdos m. sav.","03","Moderna","Pirma dozė",NA,NA,NA,45880
2020-12-01,"23","Neringos sav.","31","Moderna","Pirma dozė",NA,NA,NA,45915
2020-12-01,"23","Neringos sav.","31","Moderna","Antra dozė",NA,NA,NA,45916
2020-12-01,"23","Neringos sav.","31","AstraZeneca","Pirma dozė",NA,NA,NA,45985
2020-12-01,"23","Neringos sav.","31","AstraZeneca","Antra dozė",NA,NA,NA,46007
2020-12-01,"23","Neringos sav.","31","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46090
2020-12-01,"23","Neringos sav.","31","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46091
2020-12-01,"25","Palangos m. sav.","34","AstraZeneca","Pirma dozė",NA,NA,NA,45844
2020-12-01,"25","Palangos m. sav.","34","AstraZeneca","Antra dozė",NA,NA,NA,45868
2020-12-01,"25","Palangos m. sav.","34","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45965
2020-12-01,"25","Palangos m. sav.","34","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46009
2020-12-01,"25","Palangos m. sav.","34","Moderna","Pirma dozė",NA,NA,NA,46035
2020-12-01,"25","Palangos m. sav.","34","Moderna","Antra dozė",NA,NA,NA,46036
2020-12-01,"27","Panevėžio m. sav.","05","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45866
2020-12-01,"27","Panevėžio m. sav.","05","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45940
2020-12-01,"27","Panevėžio m. sav.","05","Moderna","Pirma dozė",NA,NA,NA,46072
2020-12-01,"27","Panevėžio m. sav.","05","Moderna","Antra dozė",NA,NA,NA,46110
2020-12-01,"27","Panevėžio m. sav.","05","AstraZeneca","Pirma dozė",NA,NA,NA,46111
2020-12-01,"27","Panevėžio m. sav.","05","AstraZeneca","Antra dozė",NA,NA,NA,46112
2020-12-01,"29","Šiaulių m. sav.","04","AstraZeneca","Antra dozė",NA,NA,NA,45973
2020-12-01,"29","Šiaulių m. sav.","04","AstraZeneca","Pirma dozė",NA,NA,NA,46011
2020-12-01,"29","Šiaulių m. sav.","04","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46067
2020-12-01,"29","Šiaulių m. sav.","04","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46068
2020-12-01,"29","Šiaulių m. sav.","04","Moderna","Pirma dozė",NA,NA,NA,46086
2020-12-01,"29","Šiaulių m. sav.","04","Moderna","Antra dozė",NA,NA,NA,46108
2020-12-01,"30","Visagino sav.","59","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45800
2020-12-01,"30","Visagino sav.","59","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45815
2020-12-01,"30","Visagino sav.","59","AstraZeneca","Pirma dozė",NA,NA,NA,45944
2020-12-01,"30","Visagino sav.","59","Moderna","Pirma dozė",NA,NA,NA,46000
2020-12-01,"30","Visagino sav.","59","AstraZeneca","Antra dozė",NA,NA,NA,46010
2020-12-01,"30","Visagino sav.","59","Moderna","Antra dozė",NA,NA,NA,46017
2020-12-01,"32","Akmenės r. sav.","07","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45783
2020-12-01,"32","Akmenės r. sav.","07","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45784
2020-12-01,"32","Akmenės r. sav.","07","Moderna","Antra dozė",NA,NA,NA,45856
2020-12-01,"32","Akmenės r. sav.","07","Moderna","Pirma dozė",NA,NA,NA,45892
2020-12-01,"32","Akmenės r. sav.","07","AstraZeneca","Pirma dozė",NA,NA,NA,45938
2020-12-01,"32","Akmenės r. sav.","07","AstraZeneca","Antra dozė",NA,NA,NA,45939
2020-12-01,"33","Alytaus r. sav.","08","Moderna","Pirma dozė",NA,NA,NA,45756
2020-12-01,"33","Alytaus r. sav.","08","AstraZeneca","Pirma dozė",NA,NA,NA,45786
2020-12-01,"33","Alytaus r. sav.","08","AstraZeneca","Antra dozė",NA,NA,NA,45787
2020-12-01,"33","Alytaus r. sav.","08","Moderna","Antra dozė",NA,NA,NA,45805
2020-12-01,"33","Alytaus r. sav.","08","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45883
2020-12-01,"33","Alytaus r. sav.","08","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45911
2020-12-01,"34","Anykščių r. sav.","09","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45759
2020-12-01,"34","Anykščių r. sav.","09","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45828
2020-12-01,"34","Anykščių r. sav.","09","Moderna","Antra dozė",NA,NA,NA,46003
2020-12-01,"34","Anykščių r. sav.","09","Moderna","Pirma dozė",NA,NA,NA,46021
2020-12-01,"34","Anykščių r. sav.","09","AstraZeneca","Pirma dozė",NA,NA,NA,46073
2020-12-01,"34","Anykščių r. sav.","09","AstraZeneca","Antra dozė",NA,NA,NA,46088
2020-12-01,"36","Biržų r. sav.","11","AstraZeneca","Pirma dozė",NA,NA,NA,45962
2020-12-01,"36","Biržų r. sav.","11","AstraZeneca","Antra dozė",NA,NA,NA,45963
2020-12-01,"36","Biržų r. sav.","11","Moderna","Pirma dozė",NA,NA,NA,46047
2020-12-01,"36","Biržų r. sav.","11","Moderna","Antra dozė",NA,NA,NA,46048
2020-12-01,"36","Biržų r. sav.","11","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46055
2020-12-01,"36","Biržų r. sav.","11","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46095
2020-12-01,"38","Varėnos r. sav.","56","Moderna","Pirma dozė",NA,NA,NA,45846
2020-12-01,"38","Varėnos r. sav.","56","AstraZeneca","Pirma dozė",NA,NA,NA,45850
2020-12-01,"38","Varėnos r. sav.","56","Moderna","Antra dozė",NA,NA,NA,45870
2020-12-01,"38","Varėnos r. sav.","56","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45877
2020-12-01,"38","Varėnos r. sav.","56","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45878
2020-12-01,"38","Varėnos r. sav.","56","AstraZeneca","Antra dozė",NA,NA,NA,45926
2020-12-01,"39","Vilkaviškio r. sav.","57","AstraZeneca","Pirma dozė",NA,NA,NA,45772
2020-12-01,"39","Vilkaviškio r. sav.","57","Moderna","Pirma dozė",NA,NA,NA,45778
2020-12-01,"39","Vilkaviškio r. sav.","57","AstraZeneca","Antra dozė",NA,NA,NA,45821
2020-12-01,"39","Vilkaviškio r. sav.","57","Moderna","Antra dozė",NA,NA,NA,45824
2020-12-01,"39","Vilkaviškio r. sav.","57","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46034
2020-12-01,"39","Vilkaviškio r. sav.","57","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46058
2020-12-01,"41","Vilniaus r. sav.","58","AstraZeneca","Pirma dozė",NA,NA,NA,46004
2020-12-01,"41","Vilniaus r. sav.","58","AstraZeneca","Antra dozė",NA,NA,NA,46005
2020-12-01,"41","Vilniaus r. sav.","58","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46030
2020-12-01,"41","Vilniaus r. sav.","58","Moderna","Pirma dozė",NA,NA,NA,46051
2020-12-01,"41","Vilniaus r. sav.","58","Moderna","Antra dozė",NA,NA,NA,46052
2020-12-01,"41","Vilniaus r. sav.","58","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46075
2020-12-01,"42","Elektrėnų sav.","13","AstraZeneca","Pirma dozė",NA,NA,NA,45795
2020-12-01,"42","Elektrėnų sav.","13","AstraZeneca","Antra dozė",NA,NA,NA,45796
2020-12-01,"42","Elektrėnų sav.","13","Moderna","Antra dozė",NA,NA,NA,45867
2020-12-01,"42","Elektrėnų sav.","13","Moderna","Pirma dozė",NA,NA,NA,45897
2020-12-01,"42","Elektrėnų sav.","13","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46037
2020-12-01,"42","Elektrėnų sav.","13","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46060
2020-12-01,"43","Zarasų r. sav.","60","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45994
2020-12-01,"43","Zarasų r. sav.","60","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45995
2020-12-01,"43","Zarasų r. sav.","60","AstraZeneca","Antra dozė",NA,NA,NA,46008
2020-12-01,"43","Zarasų r. sav.","60","AstraZeneca","Pirma dozė",NA,NA,NA,46025
2020-12-01,"43","Zarasų r. sav.","60","Moderna","Pirma dozė",NA,NA,NA,46092
2020-12-01,"43","Zarasų r. sav.","60","Moderna","Antra dozė",NA,NA,NA,46093
2020-12-01,"45","Ignalinos r. sav.","14","AstraZeneca","Pirma dozė",NA,NA,NA,45754
2020-12-01,"45","Ignalinos r. sav.","14","AstraZeneca","Antra dozė",NA,NA,NA,45771
2020-12-01,"45","Ignalinos r. sav.","14","Moderna","Pirma dozė",NA,NA,NA,45789
2020-12-01,"45","Ignalinos r. sav.","14","Moderna","Antra dozė",NA,NA,NA,45790
2020-12-01,"45","Ignalinos r. sav.","14","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45910
2020-12-01,"45","Ignalinos r. sav.","14","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45929
2020-12-01,"46","Jonavos r. sav.","15","AstraZeneca","Pirma dozė",NA,NA,NA,45793
2020-12-01,"46","Jonavos r. sav.","15","AstraZeneca","Antra dozė",NA,NA,NA,45794
2020-12-01,"46","Jonavos r. sav.","15","Moderna","Antra dozė",NA,NA,NA,45852
2020-12-01,"46","Jonavos r. sav.","15","Moderna","Pirma dozė",NA,NA,NA,45908
2020-12-01,"46","Jonavos r. sav.","15","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45968
2020-12-01,"46","Jonavos r. sav.","15","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46028
2020-12-01,"47","Joniškio r. sav.","16","Moderna","Pirma dozė",NA,NA,NA,45840
2020-12-01,"47","Joniškio r. sav.","16","Moderna","Antra dozė",NA,NA,NA,45841
2020-12-01,"47","Joniškio r. sav.","16","AstraZeneca","Pirma dozė",NA,NA,NA,45901
2020-12-01,"47","Joniškio r. sav.","16","AstraZeneca","Antra dozė",NA,NA,NA,45919
2020-12-01,"47","Joniškio r. sav.","16","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46043
2020-12-01,"47","Joniškio r. sav.","16","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46082
2020-12-01,"48","Kalvarijos sav.","19","Moderna","Pirma dozė",NA,NA,NA,45819
2020-12-01,"48","Kalvarijos sav.","19","Moderna","Antra dozė",NA,NA,NA,45820
2020-12-01,"48","Kalvarijos sav.","19","AstraZeneca","Pirma dozė",NA,NA,NA,46032
2020-12-01,"48","Kalvarijos sav.","19","AstraZeneca","Antra dozė",NA,NA,NA,46033
2020-12-01,"48","Kalvarijos sav.","19","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46054
2020-12-01,"48","Kalvarijos sav.","19","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46096
2020-12-01,"49","Kaišiadorių r. sav.","18","AstraZeneca","Antra dozė",NA,NA,NA,45799
2020-12-01,"49","Kaišiadorių r. sav.","18","AstraZeneca","Pirma dozė",NA,NA,NA,45814
2020-12-01,"49","Kaišiadorių r. sav.","18","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46001
2020-12-01,"49","Kaišiadorių r. sav.","18","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46018
2020-12-01,"49","Kaišiadorių r. sav.","18","Moderna","Pirma dozė",NA,NA,NA,46079
2020-12-01,"49","Kaišiadorių r. sav.","18","Moderna","Antra dozė",NA,NA,NA,46104
2020-12-01,"52","Kauno r. sav.","20","Moderna","Pirma dozė",NA,NA,NA,45855
2020-12-01,"52","Kauno r. sav.","20","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45869
2020-12-01,"52","Kauno r. sav.","20","AstraZeneca","Antra dozė",NA,NA,NA,45885
2020-12-01,"52","Kauno r. sav.","20","Moderna","Antra dozė",NA,NA,NA,45891
2020-12-01,"52","Kauno r. sav.","20","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45902
2020-12-01,"52","Kauno r. sav.","20","AstraZeneca","Pirma dozė",NA,NA,NA,45913
2020-12-01,"53","Kėdainių r. sav.","22","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45779
2020-12-01,"53","Kėdainių r. sav.","22","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45780
2020-12-01,"53","Kėdainių r. sav.","22","AstraZeneca","Pirma dozė",NA,NA,NA,45932
2020-12-01,"53","Kėdainių r. sav.","22","AstraZeneca","Antra dozė",NA,NA,NA,45933
2020-12-01,"53","Kėdainių r. sav.","22","Moderna","Pirma dozė",NA,NA,NA,46087
2020-12-01,"53","Kėdainių r. sav.","22","Moderna","Antra dozė",NA,NA,NA,46109
2020-12-01,"54","Kelmės r. sav.","23","AstraZeneca","Pirma dozė",NA,NA,NA,45836
2020-12-01,"54","Kelmės r. sav.","23","AstraZeneca","Antra dozė",NA,NA,NA,45837
2020-12-01,"54","Kelmės r. sav.","23","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45980
2020-12-01,"54","Kelmės r. sav.","23","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46022
2020-12-01,"54","Kelmės r. sav.","23","Moderna","Antra dozė",NA,NA,NA,46044
2020-12-01,"54","Kelmės r. sav.","23","Moderna","Pirma dozė",NA,NA,NA,46083
2020-12-01,"55","Klaipėdos r. sav.","24","AstraZeneca","Antra dozė",NA,NA,NA,45751
2020-12-01,"55","Klaipėdos r. sav.","24","AstraZeneca","Pirma dozė",NA,NA,NA,45816
2020-12-01,"55","Klaipėdos r. sav.","24","Moderna","Pirma dozė",NA,NA,NA,46065
2020-12-01,"55","Klaipėdos r. sav.","24","Moderna","Antra dozė",NA,NA,NA,46066
2020-12-01,"55","Klaipėdos r. sav.","24","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46076
2020-12-01,"55","Klaipėdos r. sav.","24","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46103
2020-12-01,"56","Kretingos r. sav.","25","Moderna","Antra dozė",NA,NA,NA,45889
2020-12-01,"56","Kretingos r. sav.","25","Moderna","Pirma dozė",NA,NA,NA,45934
2020-12-01,"56","Kretingos r. sav.","25","AstraZeneca","Antra dozė",NA,NA,NA,45984
2020-12-01,"56","Kretingos r. sav.","25","AstraZeneca","Pirma dozė",NA,NA,NA,46024
2020-12-01,"56","Kretingos r. sav.","25","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46098
2020-12-01,"56","Kretingos r. sav.","25","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46099
2020-12-01,"57","Kupiškio r. sav.","26","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45826
2020-12-01,"57","Kupiškio r. sav.","26","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45827
2020-12-01,"57","Kupiškio r. sav.","26","Moderna","Antra dozė",NA,NA,NA,45879
2020-12-01,"57","Kupiškio r. sav.","26","Moderna","Pirma dozė",NA,NA,NA,45909
2020-12-01,"57","Kupiškio r. sav.","26","AstraZeneca","Antra dozė",NA,NA,NA,46041
2020-12-01,"57","Kupiškio r. sav.","26","AstraZeneca","Pirma dozė",NA,NA,NA,46106
2020-12-01,"58","Kazlų Rūdos sav.","21","AstraZeneca","Antra dozė",NA,NA,NA,45753
2020-12-01,"58","Kazlų Rūdos sav.","21","AstraZeneca","Pirma dozė",NA,NA,NA,45817
2020-12-01,"58","Kazlų Rūdos sav.","21","Moderna","Pirma dozė",NA,NA,NA,45898
2020-12-01,"58","Kazlų Rūdos sav.","21","Moderna","Antra dozė",NA,NA,NA,45899
2020-12-01,"58","Kazlų Rūdos sav.","21","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46074
2020-12-01,"58","Kazlų Rūdos sav.","21","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46089
2020-12-01,"59","Lazdijų r. sav.","27","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45755
2020-12-01,"59","Lazdijų r. sav.","27","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45818
2020-12-01,"59","Lazdijų r. sav.","27","Moderna","Antra dozė",NA,NA,NA,45849
2020-12-01,"59","Lazdijų r. sav.","27","Moderna","Pirma dozė",NA,NA,NA,45924
2020-12-01,"59","Lazdijų r. sav.","27","AstraZeneca","Pirma dozė",NA,NA,NA,46029
2020-12-01,"59","Lazdijų r. sav.","27","AstraZeneca","Antra dozė",NA,NA,NA,46097
2020-12-01,"61","Mažeikių r. sav.","29","Moderna","Pirma dozė",NA,NA,NA,45775
2020-12-01,"61","Mažeikių r. sav.","29","Moderna","Antra dozė",NA,NA,NA,45776
2020-12-01,"61","Mažeikių r. sav.","29","AstraZeneca","Antra dozė",NA,NA,NA,45895
2020-12-01,"61","Mažeikių r. sav.","29","AstraZeneca","Pirma dozė",NA,NA,NA,45918
2020-12-01,"61","Mažeikių r. sav.","29","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46070
2020-12-01,"61","Mažeikių r. sav.","29","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46084
2020-12-01,"62","Molėtų r. sav.","30","Moderna","Antra dozė",NA,NA,NA,45785
2020-12-01,"62","Molėtų r. sav.","30","Moderna","Pirma dozė",NA,NA,NA,45808
2020-12-01,"62","Molėtų r. sav.","30","AstraZeneca","Pirma dozė",NA,NA,NA,45890
2020-12-01,"62","Molėtų r. sav.","30","AstraZeneca","Antra dozė",NA,NA,NA,45935
2020-12-01,"62","Molėtų r. sav.","30","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45964
2020-12-01,"62","Molėtų r. sav.","30","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45986
2020-12-01,"63","Pagėgių sav.","32","AstraZeneca","Antra dozė",NA,NA,NA,45812
2020-12-01,"63","Pagėgių sav.","32","AstraZeneca","Pirma dozė",NA,NA,NA,45835
2020-12-01,"63","Pagėgių sav.","32","Moderna","Pirma dozė",NA,NA,NA,46071
2020-12-01,"63","Pagėgių sav.","32","Moderna","Antra dozė",NA,NA,NA,46085
2020-12-01,"63","Pagėgių sav.","32","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46113
2020-12-01,"63","Pagėgių sav.","32","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46116
2020-12-01,"65","Pakruojo r. sav.","33","AstraZeneca","Pirma dozė",NA,NA,NA,45848
2020-12-01,"65","Pakruojo r. sav.","33","AstraZeneca","Antra dozė",NA,NA,NA,45872
2020-12-01,"65","Pakruojo r. sav.","33","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45970
2020-12-01,"65","Pakruojo r. sav.","33","Moderna","Pirma dozė",NA,NA,NA,45988
2020-12-01,"65","Pakruojo r. sav.","33","Moderna","Antra dozė",NA,NA,NA,45989
2020-12-01,"65","Pakruojo r. sav.","33","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45990
2020-12-01,"66","Panevėžio r. sav.","35","AstraZeneca","Antra dozė",NA,NA,NA,45773
2020-12-01,"66","Panevėžio r. sav.","35","AstraZeneca","Pirma dozė",NA,NA,NA,45803
2020-12-01,"66","Panevėžio r. sav.","35","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45920
2020-12-01,"66","Panevėžio r. sav.","35","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45921
2020-12-01,"66","Panevėžio r. sav.","35","Moderna","Pirma dozė",NA,NA,NA,46042
2020-12-01,"66","Panevėžio r. sav.","35","Moderna","Antra dozė",NA,NA,NA,46069
2020-12-01,"67","Pasvalio r. sav.","36","AstraZeneca","Antra dozė",NA,NA,NA,45766
2020-12-01,"67","Pasvalio r. sav.","36","AstraZeneca","Pirma dozė",NA,NA,NA,45831
2020-12-01,"67","Pasvalio r. sav.","36","Moderna","Pirma dozė",NA,NA,NA,45873
2020-12-01,"67","Pasvalio r. sav.","36","Moderna","Antra dozė",NA,NA,NA,45925
2020-12-01,"67","Pasvalio r. sav.","36","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,46114
2020-12-01,"67","Pasvalio r. sav.","36","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46115
2020-12-01,"68","Plungės r. sav.","37","Moderna","Pirma dozė",NA,NA,NA,45760
2020-12-01,"68","Plungės r. sav.","37","Moderna","Antra dozė",NA,NA,NA,45781
2020-12-01,"68","Plungės r. sav.","37","AstraZeneca","Antra dozė",NA,NA,NA,45943
2020-12-01,"68","Plungės r. sav.","37","AstraZeneca","Pirma dozė",NA,NA,NA,45971
2020-12-01,"68","Plungės r. sav.","37","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45987
2020-12-01,"68","Plungės r. sav.","37","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46027
2020-12-01,"69","Prienų r. sav.","38","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45947
2020-12-01,"69","Prienų r. sav.","38","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45992
2020-12-01,"69","Prienų r. sav.","38","AstraZeneca","Pirma dozė",NA,NA,NA,46002
2020-12-01,"69","Prienų r. sav.","38","AstraZeneca","Antra dozė",NA,NA,NA,46020
2020-12-01,"69","Prienų r. sav.","38","Moderna","Pirma dozė",NA,NA,NA,46031
2020-12-01,"69","Prienų r. sav.","38","Moderna","Antra dozė",NA,NA,NA,46102
2020-12-01,"71","Radviliškio r. sav.","39","AstraZeneca","Antra dozė",NA,NA,NA,45952
2020-12-01,"71","Radviliškio r. sav.","39","Moderna","Pirma dozė",NA,NA,NA,45956
2020-12-01,"71","Radviliškio r. sav.","39","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45978
2020-12-01,"71","Radviliškio r. sav.","39","AstraZeneca","Pirma dozė",NA,NA,NA,45979
2020-12-01,"71","Radviliškio r. sav.","39","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45998
2020-12-01,"71","Radviliškio r. sav.","39","Moderna","Antra dozė",NA,NA,NA,46006
2020-12-01,"72","Raseinių r. sav.","40","AstraZeneca","Pirma dozė",NA,NA,NA,45860
2020-12-01,"72","Raseinių r. sav.","40","AstraZeneca","Antra dozė",NA,NA,NA,45861
2020-12-01,"72","Raseinių r. sav.","40","Moderna","Pirma dozė",NA,NA,NA,45893
2020-12-01,"72","Raseinių r. sav.","40","Moderna","Antra dozė",NA,NA,NA,45937
2020-12-01,"72","Raseinių r. sav.","40","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45977
2020-12-01,"72","Raseinių r. sav.","40","Pfizer-BioNTech","Antra dozė",NA,NA,NA,46016
2020-12-01,"73","Rokiškio r. sav.","42","Pfizer-BioNTech","Pirma dozė",NA,NA,NA,45752
2020-12-01,"73","Rokiškio r. sav.","42","Pfizer-BioNTech","Antra dozė",NA,NA,NA,45802
